tag,feature,median_AP,is_interaction
boltz1,boltz1_ipSAE_min*boltz1_dSAP_dSASA_ratio,0.3493265993265993,True
boltz1,boltz1_ipSAE_max*input_dSAP_dSASA_ratio,0.26356371825479374,True
boltz1,boltz1_ipSAE_d0dom*input_rosetta_interface_packstat,0.3721698592451928,True
boltz1,boltz1_ipSAE_min*input_pymol_percent_nonpolar,0.3104257424703345,True
boltz1,boltz1_pDockQ2_max*input_dSAP_dSASA_ratio,0.3519406930263777,True
boltz1,boltz1_ipSAE_avg*input_rosetta_interface_packstat,0.3698583550716784,True
boltz1,boltz1_rosetta_interface_sc*boltz1_LIS,0.36052651181263357,True
boltz1,boltz1_pDockQ2_min*input_dSAP_dSASA_ratio,0.35411918732730757,True
boltz1,boltz1_ipSAE_max*input_rosetta_interface_dG_SASA_ratio,0.33556242097902667,True
boltz1,boltz1_complex_iplddt_avg*boltz1_ipSAE_min,0.3315170109180998,True
boltz1,boltz1_ipSAE_min*boltz1_ipSAE_d0dom,0.39157727100502043,True
boltz1,boltz1_pDockQ2_max*input_rosetta_interface_sc,0.34695780921456987,True
boltz1,boltz1_LIS*input_rosetta_interface_dG_SASA_ratio,0.33688762684793355,True
boltz1,boltz1_ipSAE_min*input_rosetta_interface_dG,0.39694564694564693,True
colab,colab_actifptm_avg,0.34123294927755055,False
colab,colab_actifptm_std,0.24810155149235608,False
colab,colab_actifptm_model_0,0.3197606475652876,False
colab,colab_ptm_avg,0.2889968649993927,False
colab,colab_ptm_std,0.125,False
colab,colab_ptm_model_0,0.2540746787639063,False
colab,colab_iptm_avg,0.3309053725956732,False
colab,colab_iptm_std,0.12631578947368421,False
colab,colab_iptm_model_0,0.27898731387445647,False
colab,colab_dockQ,0.2914731976526837,False
colab,colab_pymol_SASA_binder,0.10416666666666666,False
colab,colab_pymol_SASA_target,0.16407871833688173,False
colab,colab_pymol_delta_SASA,0.18834516363980275,False
colab,colab_pymol_nonpolar_count,0.09090909090909091,False
colab,colab_pymol_percent_nonpolar,0.19100607195142438,False
colab,colab_pymol_hbonds,0.1421677419198461,False
colab,colab_pymol_paratope_helix,0.15906879150104497,False
colab,colab_pymol_paratope_sheet,0.09535224035224035,False
colab,colab_pymol_paratope_loop,0.14989094654376858,False
colab,colab_pymol_epitope_helix,0.1241993509635259,False
colab,colab_pymol_epitope_sheet,0.1282944813944683,False
colab,colab_pymol_epitope_loop,0.13923010710446218,False
colab,colab_rosetta_binder_score,0.1625,False
colab,colab_rosetta_surface_hydrophobicity,0.20867140185205474,False
colab,colab_rosetta_interface_sc,0.20554069318114263,False
colab,colab_rosetta_interface_packstat,0.21184939980860795,False
colab,colab_rosetta_interface_dG,0.2677677677677678,False
colab,colab_rosetta_interface_dSASA,0.21177698890599064,False
colab,colab_rosetta_interface_dG_SASA_ratio,0.2380236642440034,False
colab,colab_rosetta_interface_percent_of_binder_in_intf,0.09090909090909091,False
colab,colab_rosetta_interface_binder_hydrophobicity_percent,0.14935438206251106,False
colab,colab_rosetta_interface_interface_hbonds,0.1935130968293962,False
colab,colab_rosetta_interface_hbond_percentage,0.15418204261673854,False
colab,colab_rosetta_interface_unsat_hbonds,0.09090909090909091,False
colab,colab_rosetta_interface_delta_unsat_hbonds_percentage,0.09090909090909091,False
colab,colab_sap_binder,0.09090909090909091,False
colab,colab_sap_target,0.15688791056191714,False
colab,colab_sap_delta,0.22210845885146951,False
colab,RMSD_chA_aft_chB_align_input_colab,0.26972281334751264,False
colab,RMSD_complex_input_colab,0.2679864596815297,False
colab,colab_pDockQ_min,0.25111111111111106,False
colab,colab_pDockQ_max,0.25111111111111106,False
colab,colab_pDockQ2_min,0.3101984547901882,False
colab,colab_pDockQ2_max,0.30134680134680136,False
colab,colab_ipSAE_min,0.332315502372212,False
colab,colab_ipSAE_max,0.30134680134680136,False
colab,colab_ipSAE_avg,0.2644073992822703,False
colab,colab_LIS,0.30134680134680136,False
colab,colab_ipSAE_min_in_calculation,0.15199055330634278,False
colab,colab_ipSAE_d0chn,0.30744734778654154,False
colab,colab_ipSAE_d0dom,0.2791245791245791,False
colab,colab_pymol_num_interface_residues,0.18181818181818182,False
colab,colab_rosetta_interface_nres_binder,0.19396481117560982,False
colab,colab_rosetta_interface_nres_target,0.15778461734344087,False
colab,colab_ipae,0.2841455925706341,False
colab,colab_dSAP_dSASA_ratio,0.15,False
colab,colab_LIS*input_sap_delta,0.2934102934102934,True
colab,colab_pDockQ2_min*input_sap_delta,0.31245791245791243,True
colab,colab_pDockQ2_max*input_sap_delta,0.31245791245791243,True
colab,colab_sap_delta*colab_pDockQ2_min,0.3296007234026623,True
colab,colab_sap_delta*colab_LIS,0.30134680134680136,True
colab,colab_ipSAE_avg*colab_dSAP_dSASA_ratio,0.31765644545778554,True
colab,colab_ipSAE_avg*input_dSAP_dSASA_ratio,0.28509473464127366,True
colab,colab_ipSAE_avg*input_sap_delta,0.2828282828282828,True
colab,colab_sap_delta*colab_pDockQ2_max,0.3307045151798118,True
colab,colab_ipSAE_min*colab_dSAP_dSASA_ratio,0.33069334140954737,True
colab,colab_pDockQ2_max*input_rosetta_interface_dG_SASA_ratio,0.35265429648879826,True
colab,colab_pDockQ2_max*colab_dSAP_dSASA_ratio,0.34462374013124925,True
colab,colab_ipSAE_min*input_dSAP_dSASA_ratio,0.27609427609427606,True
colab,colab_pDockQ2_max*input_dSAP_dSASA_ratio,0.32427366390781026,True
colab,colab_pDockQ2_min*colab_dSAP_dSASA_ratio,0.3428575157615989,True
colab,colab_pDockQ2_min*input_dSAP_dSASA_ratio,0.3284438486596845,True
colab,colab_ipSAE_min*input_sap_delta,0.27609427609427606,True
colab,colab_sap_delta*colab_ipSAE_avg,0.30480484206376207,True
colab,colab_LIS*input_dSAP_dSASA_ratio,0.33347445221774413,True
colab,colab_pDockQ2_min*input_rosetta_interface_dG_SASA_ratio,0.3531589356716381,True
colab,colab_pDockQ_min*input_dSAP_dSASA_ratio,0.3097055071603922,True
colab,colab_pDockQ_max*input_dSAP_dSASA_ratio,0.3097055071603922,True
colab,colab_pDockQ_min*colab_dSAP_dSASA_ratio,0.33316215535403076,True
colab,colab_pDockQ_max*colab_dSAP_dSASA_ratio,0.33316215535403076,True
colab,colab_iptm_avg*colab_rosetta_interface_dG_SASA_ratio,0.3601799146479997,True
colab,colab_rosetta_interface_dG_SASA_ratio*colab_pDockQ2_max,0.3594115277690023,True
colab,colab_rosetta_interface_dG_SASA_ratio*colab_LIS,0.3532166275073214,True
colab,colab_ipSAE_max*colab_dSAP_dSASA_ratio,0.32994931009866757,True
colab,colab_pDockQ2_max*input_rosetta_interface_sc,0.41676804574981385,True
